sheet,key,row_idx,target_lang,status
MP_UI,MATCH_ATTITUDE_FOCUS,84,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_ATTITUDE_RELAXATION,85,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_ATTITUDE_SHOW,86,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_ATTITUDE_VISUALIZATION ,87,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_BEATS,88,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_STAT1,89,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_STAT2,90,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_STAT3,91,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_STAT4,92,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_STAT5,93,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_TAB1,95,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_TAB2,96,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_OVERVIEW_TAB3,97,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_RESULT_UPPER,99,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_SIMULATE,100,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_STATS_PTS,101,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_STATS_PTS_1,102,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_STATS_PTS_2,103,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_STATS_PTS_3,104,Portuguese_BR,NO_TRANSLATION
MP_UI,MATCH_STATS_PTS_4,105,Portuguese_BR,NO_TRANSLATION
