sheet,key,row_idx,target_lang,status
LD_ADVICES,ASSISTANT_ADVICE_1_01_F,2,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_01_M,8,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_02_F,14,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_02_M,20,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_03_F,26,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_03_M,32,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_04_F,38,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_04_M,44,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_05_F,50,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_05_M,56,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_06_F,62,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_06_M,68,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_07_F,74,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_07_M,81,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_08_F,88,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_08_M,94,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_09_F,100,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_09_M,106,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_10_F,112,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_10_M,118,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_11_F,124,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_11_M,130,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_12_F,136,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_12_M,142,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_13_F,148,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_13_M,154,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_14_F,160,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_14_M,166,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_15_F,172,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_15_M,178,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_16_F,184,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_16_M,190,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_17_F,196,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_17_M,202,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_18_F,208,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_18_M,214,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_19_F,220,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_19_M,226,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_20_F,232,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_20_M,238,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_21_F,244,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_21_M,250,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_22_F,256,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_22_M,262,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_23_F,268,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_23_M,274,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_24_F,280,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_24_M,286,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_25_F,292,Portuguese_BR,MISSING_TOKENS
LD_ADVICES,ASSISTANT_ADVICE_1_25_M,298,Portuguese_BR,MISSING_TOKENS
LD_ADVICES,ASSISTANT_ADVICE_1_26_F,304,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_26_M,310,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_27_F,316,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_27_M,322,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_28_F,328,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_28_M,334,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_29_F,340,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_29_M,346,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_30_F,352,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_30_M,358,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_31_F,364,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_31_M,370,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_32_F,376,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_32_M,382,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_33_F,388,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_33_M,389,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_34_F,390,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_34_M,391,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_35_F,392,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_1_35_M,393,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_01_F,394,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_01_M,395,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_02_F,396,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_02_M,397,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_03_F,398,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_03_M,399,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_04_F,400,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_04_M,401,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_05_F,402,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_05_M,403,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_06_F,404,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_06_M,405,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_07_F,406,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_07_M,407,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_08_F,408,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_08_M,409,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_09_F,410,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_09_M,411,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_10_F,412,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_10_M,413,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_11_F,414,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_11_M,415,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_12_F,416,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_12_M,417,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_13_F,418,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_13_M,419,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_14_F,420,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_14_M,421,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_15_F,422,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_15_M,423,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_16_F,424,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_16_M,425,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_17_F,426,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_17_M,427,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_18_F,428,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_18_M,429,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_19_F,430,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_19_M,431,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_20_F,432,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_20_M,433,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_21_F,434,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_21_M,435,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_22_F,436,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_22_M,437,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_23_F,438,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_23_M,439,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_24_F,440,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_24_M,441,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_25_F,442,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_25_M,443,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_26_F,444,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_26_M,445,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_27_F,446,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_27_M,447,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_28_F,448,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_28_M,449,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_29_F,450,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_29_M,451,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_30_F,452,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_30_M,453,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_31_F,454,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_31_M,455,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_32_F,456,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_32_M,457,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_33_F,458,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_33_M,459,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_34_F,460,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_34_M,461,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_35_F,462,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_ADVICE_2_35_M,463,Portuguese_BR,OK
LD_ADVICES,ASSISTANT_NO_ADVICE,464,Portuguese_BR,OK
MP_UI,AFF_BUSINESS,2,Portuguese_BR,OK
MP_UI,AFF_GLOBAL_LVL,3,Portuguese_BR,OK
MP_UI,AFF_MEDICAL,4,Portuguese_BR,OK
MP_UI,AFF_TRAINING,6,Portuguese_BR,OK
MP_UI,ALL,8,Portuguese_BR,OK
MP_UI,BACKHAND,10,Portuguese_BR,OK
MP_UI,BACKHAND_ONE,11,Portuguese_BR,OK
MP_UI,BACKHAND_TWO,12,Portuguese_BR,OK
MP_UI,BIRTHDATE,13,Portuguese_BR,OK
MP_UI,CARE,14,Portuguese_BR,OK
MP_UI,CARE_UPPER,15,Portuguese_BR,OK
MP_UI,CHOOSE_CLUB,16,Portuguese_BR,OK
MP_UI,CHOOSE_LOCATION,17,Portuguese_BR,OK
MP_UI,COACH,18,Portuguese_BR,OK
MP_UI,COACHES,19,Portuguese_BR,OK
MP_UI,COACHES_UPPER,20,Portuguese_BR,OK
MP_UI,COLOR,21,Portuguese_BR,OK
MP_UI,CONTINUE,22,Portuguese_BR,OK
MP_UI,COUNTRY,23,Portuguese_BR,OK
MP_UI,CREATEPLAYER,24,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB1,25,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB2,27,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB2_DESC,28,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB3,29,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB4,31,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB4_1,32,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB4_2,33,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB4_3,34,Portuguese_BR,OK
MP_UI,CREATEPLAYER_TAB4_4,35,Portuguese_BR,OK
