sheet,key,row_idx,target_lang,status
LD_RPT_TRAIN,PROG_1_M,2,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_1_F,3,Portuguese_BR,OK
LD_RPT_TRAIN,NOTABLE_FACTS,4,Portuguese_BR,OK
LD_RPT_TRAIN,LVL_UP_ATT_1,5,Portuguese_BR,OK
LD_RPT_TRAIN,LVL_UP_ATT_2,6,Portuguese_BR,OK
LD_RPT_TRAIN,LVL_UP_ATT_3,7,Portuguese_BR,OK
LD_RPT_TRAIN,LVL_UP_ATT_4,8,Portuguese_BR,OK
LD_RPT_TRAIN,BEST_ATT_PROG_1,9,Portuguese_BR,OK
LD_RPT_TRAIN,NEW_SKILL_1,10,Portuguese_BR,OK
LD_RPT_TRAIN,DEFAULT,11,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_Q_1,12,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_Q_2,13,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_Q_3,14,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_Q_4,15,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_1BIS_M,16,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_1BIS_F,17,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_1TER_M,18,Portuguese_BR,OK
LD_RPT_TRAIN,PROG_1TER_F,19,Portuguese_BR,OK
LD_TALK,AM1_1_F,2,Portuguese_BR,OK
LD_TALK,AM1_1_M,8,Portuguese_BR,OK
LD_TALK,AM1_2_F,14,Portuguese_BR,OK
LD_TALK,AM1_2_M,20,Portuguese_BR,OK
LD_TALK,AM14_1_F,26,Portuguese_BR,OK
LD_TALK,AM14_1_M,30,Portuguese_BR,OK
LD_TALK,AM15_1_F,34,Portuguese_BR,OK
LD_TALK,AM15_1_M,38,Portuguese_BR,OK
LD_TALK,AM15_2_F,42,Portuguese_BR,OK
LD_TALK,AM15_2_M,46,Portuguese_BR,OK
LD_TALK,AM15_3_F,50,Portuguese_BR,OK
LD_TALK,AM15_3_M,54,Portuguese_BR,OK
LD_TALK,AM16_1_F,58,Portuguese_BR,OK
LD_TALK,AM16_1_M,64,Portuguese_BR,OK
LD_TALK,AM16_2_F,70,Portuguese_BR,OK
LD_TALK,AM16_2_M,74,Portuguese_BR,OK
LD_TALK,AM16_3_F,78,Portuguese_BR,OK
LD_TALK,AM16_3_M,82,Portuguese_BR,OK
LD_TALK,AM17_1_F,86,Portuguese_BR,OK
LD_TALK,AM17_1_M,90,Portuguese_BR,OK
LD_TALK,AM17_2_F,94,Portuguese_BR,OK
LD_TALK,AM17_2_M,98,Portuguese_BR,OK
LD_TALK,AM17_3_F,102,Portuguese_BR,OK
LD_TALK,AM17_3_M,106,Portuguese_BR,OK
LD_TALK,AM2_1_F,110,Portuguese_BR,OK
LD_TALK,AM2_1_M,111,Portuguese_BR,OK
LD_TALK,AM2_2_F,112,Portuguese_BR,OK
LD_TALK,AM2_2_M,116,Portuguese_BR,OK
LD_TALK,AM24_1_F,120,Portuguese_BR,OK
LD_TALK,AM24_1_M,126,Portuguese_BR,OK
LD_TALK,AM24_2_F,132,Portuguese_BR,OK
LD_TALK,AM24_2_M,136,Portuguese_BR,OK
LD_TALK,AM3_1_F,140,Portuguese_BR,OK
LD_TALK,AM3_1_M,144,Portuguese_BR,OK
LD_TALK,AM3_2_F,148,Portuguese_BR,OK
LD_TALK,AM3_2_M,152,Portuguese_BR,OK
LD_TALK,AM4_1_F,156,Portuguese_BR,OK
LD_TALK,AM4_1_M,160,Portuguese_BR,OK
LD_TALK,AM4_2_F,164,Portuguese_BR,OK
LD_TALK,AM4_2_M,168,Portuguese_BR,OK
LD_TALK,AM5_1_F,172,Portuguese_BR,OK
LD_TALK,AM5_1_M,176,Portuguese_BR,OK
LD_TALK,AM5_2_F,180,Portuguese_BR,OK
LD_TALK,AM5_2_M,184,Portuguese_BR,OK
LD_TALK,AM6_1_F,188,Portuguese_BR,OK
LD_TALK,AM6_1_M,192,Portuguese_BR,OK
LD_TALK,AM6_2_F,196,Portuguese_BR,OK
LD_TALK,AM6_2_M,200,Portuguese_BR,OK
LD_TALK,AM7_1_F,204,Portuguese_BR,OK
LD_TALK,AM7_1_M,208,Portuguese_BR,OK
LD_TALK,AM7_2_F,212,Portuguese_BR,OK
LD_TALK,AM7_2_M,216,Portuguese_BR,OK
LD_TALK,BM1_1_F,220,Portuguese_BR,OK
LD_TALK,BM1_1_M,224,Portuguese_BR,OK
LD_TALK,BM1_2_F,228,Portuguese_BR,OK
LD_TALK,BM1_2_M,232,Portuguese_BR,OK
LD_TALK,BM1_3_F,236,Portuguese_BR,OK
LD_TALK,BM1_3_M,240,Portuguese_BR,OK
LD_TALK,BM10_1_F,244,Portuguese_BR,OK
LD_TALK,BM10_1_M,248,Portuguese_BR,OK
LD_TALK,BM10_2_F,252,Portuguese_BR,OK
LD_TALK,BM10_2_M,256,Portuguese_BR,OK
LD_TALK,BM11_1_F,260,Portuguese_BR,OK
LD_TALK,BM11_1_M,264,Portuguese_BR,OK
LD_TALK,BM11_2_F,268,Portuguese_BR,OK
LD_TALK,BM11_2_M,272,Portuguese_BR,OK
LD_TALK,BM11_3_F,276,Portuguese_BR,OK
LD_TALK,BM11_3_M,280,Portuguese_BR,OK
LD_TALK,BM12_1_F,284,Portuguese_BR,OK
LD_TALK,BM12_1_M,288,Portuguese_BR,OK
LD_TALK,BM12_2_F,292,Portuguese_BR,OK
LD_TALK,BM12_2_M,296,Portuguese_BR,OK
LD_TALK,BM12_3_F,300,Portuguese_BR,OK
LD_TALK,BM12_3_M,304,Portuguese_BR,OK
LD_TALK,BM13_1_F,308,Portuguese_BR,OK
LD_TALK,BM13_1_M,312,Portuguese_BR,OK
LD_TALK,BM13_2_F,316,Portuguese_BR,OK
LD_TALK,BM13_2_M,320,Portuguese_BR,OK
LD_TALK,BM13_3_F,324,Portuguese_BR,OK
LD_TALK,BM13_3_M,328,Portuguese_BR,OK
LD_TALK,BM14_1_F,332,Portuguese_BR,OK
LD_TALK,BM14_1_M,336,Portuguese_BR,OK
LD_TALK,BM14_2_F,340,Portuguese_BR,OK
LD_TALK,BM14_2_M,344,Portuguese_BR,OK
LD_TALK,BM15_1_F,348,Portuguese_BR,OK
LD_TALK,BM15_1_M,354,Portuguese_BR,OK
LD_TALK,BM15_2_F,360,Portuguese_BR,OK
LD_TALK,BM15_2_M,364,Portuguese_BR,OK
LD_TALK,BM15_3_F,368,Portuguese_BR,OK
LD_TALK,BM15_3_M,372,Portuguese_BR,OK
LD_TALK,BM16_1_F,376,Portuguese_BR,OK
LD_TALK,BM16_1_M,380,Portuguese_BR,OK
LD_TALK,BM16_2_F,384,Portuguese_BR,OK
LD_TALK,BM16_2_M,388,Portuguese_BR,OK
LD_TALK,BM17_1_F,392,Portuguese_BR,OK
LD_TALK,BM17_1_M,396,Portuguese_BR,OK
LD_TALK,BM17_2_F,400,Portuguese_BR,OK
LD_TALK,BM17_2_M,404,Portuguese_BR,OK
LD_TALK,BM18_1_F,408,Portuguese_BR,OK
LD_TALK,BM18_1_M,412,Portuguese_BR,OK
LD_TALK,BM18_2_F,416,Portuguese_BR,OK
LD_TALK,BM18_2_M,420,Portuguese_BR,OK
LD_TALK,BM19_1_F,424,Portuguese_BR,OK
LD_TALK,BM19_1_M,428,Portuguese_BR,OK
LD_TALK,BM19_2_F,432,Portuguese_BR,OK
LD_TALK,BM19_2_M,436,Portuguese_BR,OK
LD_TALK,BM2_1_F,440,Portuguese_BR,OK
LD_TALK,BM2_1_M,444,Portuguese_BR,OK
LD_TALK,BM2_2_F,448,Portuguese_BR,OK
LD_TALK,BM2_2_M,454,Portuguese_BR,OK
LD_TALK,BM20_1_F,460,Portuguese_BR,OK
LD_TALK,BM20_1_M,461,Portuguese_BR,OK
LD_TALK,BM20_2_F,462,Portuguese_BR,OK
LD_TALK,BM20_2_M,468,Portuguese_BR,OK
LD_TALK,BM21_1_F,474,Portuguese_BR,OK
LD_TALK,BM21_1_M,475,Portuguese_BR,OK
LD_TALK,BM21_2_F,476,Portuguese_BR,OK
LD_TALK,BM21_2_M,477,Portuguese_BR,OK
LD_TALK,BM22_1_F,478,Portuguese_BR,OK
LD_TALK,BM22_1_M,479,Portuguese_BR,OK
LD_TALK,BM22_2_F,480,Portuguese_BR,OK
LD_TALK,BM22_2_M,481,Portuguese_BR,OK
LD_TALK,BM23_1_F,482,Portuguese_BR,OK
LD_TALK,BM23_1_M,483,Portuguese_BR,OK
LD_TALK,BM23_2_F,484,Portuguese_BR,OK
LD_TALK,BM23_2_M,485,Portuguese_BR,OK
LD_TALK,BM24_1_F,486,Portuguese_BR,OK
LD_TALK,BM24_1_M,487,Portuguese_BR,OK
LD_TALK,BM24_2_F,488,Portuguese_BR,OK
LD_TALK,BM24_2_M,489,Portuguese_BR,OK
LD_TALK,BM25_1_F,490,Portuguese_BR,OK
LD_TALK,BM25_1_M,491,Portuguese_BR,OK
LD_TALK,BM25_2_F,492,Portuguese_BR,OK
LD_TALK,BM25_2_M,493,Portuguese_BR,OK
LD_TALK,BM26_1_F,494,Portuguese_BR,OK
LD_TALK,BM26_1_M,495,Portuguese_BR,OK
LD_TALK,BM26_2_F,496,Portuguese_BR,OK
LD_TALK,BM26_2_M,497,Portuguese_BR,OK
LD_TALK,BM27_1_F,498,Portuguese_BR,OK
LD_TALK,BM27_1_M,499,Portuguese_BR,OK
LD_TALK,BM27_2_F,500,Portuguese_BR,OK
LD_TALK,BM27_2_M,501,Portuguese_BR,OK
LD_TALK,BM28_1_F,502,Portuguese_BR,OK
LD_TALK,BM28_1_M,503,Portuguese_BR,OK
LD_TALK,BM28_2_F,504,Portuguese_BR,OK
LD_TALK,BM28_2_M,505,Portuguese_BR,OK
LD_TALK,BM29_1_F,506,Portuguese_BR,OK
LD_TALK,BM29_1_M,507,Portuguese_BR,OK
LD_TALK,BM29_2_F,508,Portuguese_BR,OK
LD_TALK,BM29_2_M,509,Portuguese_BR,OK
LD_TALK,BM3_1_F,510,Portuguese_BR,OK
LD_TALK,BM3_1_M,511,Portuguese_BR,OK
LD_TALK,BM3_2_F,512,Portuguese_BR,OK
LD_TALK,BM3_2_M,513,Portuguese_BR,OK
LD_TALK,BM30_1_F,514,Portuguese_BR,OK
LD_TALK,BM30_1_M,515,Portuguese_BR,OK
LD_TALK,BM30_2_F,516,Portuguese_BR,OK
LD_TALK,BM30_2_M,517,Portuguese_BR,OK
LD_TALK,BM31_1_F,518,Portuguese_BR,OK
LD_TALK,BM31_1_M,519,Portuguese_BR,OK
LD_TALK,BM31_2_F,520,Portuguese_BR,OK
LD_TALK,BM31_2_M,521,Portuguese_BR,OK
LD_TALK,BM32_1_F,522,Portuguese_BR,OK
LD_TALK,BM32_1_M,523,Portuguese_BR,OK
LD_TALK,BM32_2_F,524,Portuguese_BR,OK
LD_TALK,BM32_2_M,525,Portuguese_BR,OK
LD_TALK,BM33_1_F,526,Portuguese_BR,OK
LD_TALK,BM33_1_M,527,Portuguese_BR,OK
LD_TALK,BM33_2_F,528,Portuguese_BR,OK
LD_TALK,BM33_2_M,529,Portuguese_BR,OK
LD_TALK,BM34_1_F,530,Portuguese_BR,OK
LD_TALK,BM34_1_M,531,Portuguese_BR,OK
LD_TALK,BM34_2_F,532,Portuguese_BR,OK
LD_TALK,BM34_2_M,533,Portuguese_BR,OK
LD_TALK,BM35_1_F,534,Portuguese_BR,OK
